ENSEMBL	logFC	logCPM	F	PValue	FDR	external_gene_name	description
ENSMUSG00000000001	-0.030991417296377343	7.864092767513754	0.07547883354318652	0.7883090626544582	0.9280837895650049	Gnai3	guanine nucleotide binding protein (G protein), alpha inhibiting 3 [Source:MGI Symbol;Acc:MGI:95773]
ENSMUSG00000000028	0.14626824805318564	5.246650718416706	0.5607777757785329	0.46872771334566876	0.7766465128735862	Cdc45	cell division cycle 45 [Source:MGI Symbol;Acc:MGI:1338073]
ENSMUSG00000000031	0.796235339550156	10.58392330193934	2.9906174559080867	0.11277707924990217	0.4439097800262107	H19	H19, imprinted maternally expressed transcript [Source:MGI Symbol;Acc:MGI:95891]
ENSMUSG00000000037	-1.1604385391588865	1.6378707319883243	9.72210035460232	0.009131324969519874	0.17868231283100874	Scml2	Scm polycomb group protein like 2 [Source:MGI Symbol;Acc:MGI:1340042]
ENSMUSG00000000056	-0.7124308856784702	5.716185179411857	19.113749716257146	9.631086149984858e-4	0.07898553533978012	Narf	nuclear prelamin A recognition factor [Source:MGI Symbol;Acc:MGI:1914858]
ENSMUSG00000000058	1.0297724322049928	0.7252311559251803	3.6064156810988175	0.08247301242701913	0.39284931923909877	Cav2	caveolin 2 [Source:MGI Symbol;Acc:MGI:107571]
ENSMUSG00000000078	-0.8110758534554324	7.257508293686239	4.404939515846901	0.060713720445740915	0.3520434301662476	Klf6	Kruppel-like factor 6 [Source:MGI Symbol;Acc:MGI:1346318]
ENSMUSG00000000085	-0.031710938275979025	4.367626081242217	0.02988205872590138	0.8657109586301496	0.9556219810262557	Scmh1	sex comb on midleg homolog 1 [Source:MGI Symbol;Acc:MGI:1352762]
ENSMUSG00000000088	0.2622063224964732	7.060419509204901	3.050652212405915	0.10686243972266417	0.43494844328990795	Cox5a	cytochrome c oxidase subunit 5A [Source:MGI Symbol;Acc:MGI:88474]
ENSMUSG00000000093	1.2106740827844795	4.157178993839887	2.499267872493424	0.14331527963967464	0.4895449817357282	Tbx2	T-box 2 [Source:MGI Symbol;Acc:MGI:98494]
ENSMUSG00000000094	0.3708446259241789	0.2372190607998366	0.2773105987071527	0.6083640547628493	0.8512235590490371	Tbx4	T-box 4 [Source:MGI Symbol;Acc:MGI:102556]
ENSMUSG00000000103	1.3927836125426598	-1.0518813432858496	4.898591655398702	0.04753621102740366	0.32021805626930594	Zfy2	zinc finger protein 2, Y-linked [Source:MGI Symbol;Acc:MGI:99213]
ENSMUSG00000000120	0.2745770499310997	5.411830550138844	0.33222066762192753	0.5764135850817911	0.8352180438153034	Ngfr	nerve growth factor receptor (TNFR superfamily, member 16) [Source:MGI Symbol;Acc:MGI:97323]
ENSMUSG00000000125	-0.3276912795542109	4.375611714822422	0.4135614702517889	0.5338601046008088	0.8153103352762612	Wnt3	wingless-type MMTV integration site family, member 3 [Source:MGI Symbol;Acc:MGI:98955]
ENSMUSG00000000126	-0.17269537282296243	3.7968170120519034	0.40734548260659637	0.5356065232933213	0.8162690634908649	Wnt9a	wingless-type MMTV integration site family, member 9A [Source:MGI Symbol;Acc:MGI:2446084]
ENSMUSG00000000127	-0.30838807352381714	4.841937919297829	1.9500634948775468	0.18849529747617882	0.5463767605237119	Fer	fer (fms/fps related) protein kinase [Source:MGI Symbol;Acc:MGI:105917]
ENSMUSG00000000131	-0.09865114278140767	6.282153257502192	0.3620753171418839	0.5588298754123107	0.8275560381168992	Xpo6	exportin 6 [Source:MGI Symbol;Acc:MGI:2429950]
ENSMUSG00000000134	-0.580701356961653	5.500944620494645	11.219713339918727	0.005973494859682011	0.15438848846898726	Tfe3	transcription factor E3 [Source:MGI Symbol;Acc:MGI:98511]
ENSMUSG00000000142	-0.6604112141943907	6.377581331711291	6.327486919696281	0.028139797692342292	0.26376370370288843	Axin2	axin 2 [Source:MGI Symbol;Acc:MGI:1270862]
ENSMUSG00000000148	0.3303225281024066	4.464876859127658	4.350242625983982	0.05959225496246364	0.349227702889396	Brat1	BRCA1-associated ATM activator 1 [Source:MGI Symbol;Acc:MGI:1891679]
ENSMUSG00000000149	-0.19397090054210336	7.351233472407073	2.2423748605426943	0.16074543570136443	0.5107158052434554	Gna12	guanine nucleotide binding protein, alpha 12 [Source:MGI Symbol;Acc:MGI:95767]
ENSMUSG00000000154	0.46117977729770676	-1.3286095333403978	0.1700581402196014	0.687511960579656	0.887009299309265	Slc22a18	solute carrier family 22 (organic cation transporter), member 18 [Source:MGI Symbol;Acc:MGI:1336884]
ENSMUSG00000000167	-1.5298773892684818	1.1247245751752057	16.668568846177706	0.0015965535380717951	0.09609393298497192	Pih1d2	PIH1 domain containing 2 [Source:MGI Symbol;Acc:MGI:1919864]
ENSMUSG00000000168	0.05943419828172854	5.907846368208866	0.2184253677678542	0.6488221425730201	0.8708605101845979	Dlat	dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex) [Source:MGI Symbol;Acc:MGI:2385311]
ENSMUSG00000000171	0.2769072575311966	6.66807684008069	3.3714121162159096	0.09184927122854339	0.4081852774385264	Sdhd	succinate dehydrogenase complex, subunit D, integral membrane protein [Source:MGI Symbol;Acc:MGI:1914175]
ENSMUSG00000000184	-0.03201878244723115	9.514608489203013	0.012560734033633197	0.9128120375135008	0.9718708159750274	Ccnd2	cyclin D2 [Source:MGI Symbol;Acc:MGI:88314]
ENSMUSG00000000194	-0.0358200838520767	6.4536790597802	0.07596639579650695	0.7876449008489459	0.9280837895650049	Gpr107	G protein-coupled receptor 107 [Source:MGI Symbol;Acc:MGI:2139054]
ENSMUSG00000000197	-0.734876895819409	4.108066886660288	2.7765595160253826	0.12386516500708254	0.46125439142799646	Nalcn	sodium leak channel, non-selective [Source:MGI Symbol;Acc:MGI:2444306]
ENSMUSG00000000202	-0.6208416451008901	4.958028742733979	4.093536556712457	0.06755257298023168	0.36394599260830435	Btbd17	BTB (POZ) domain containing 17 [Source:MGI Symbol;Acc:MGI:1919264]
ENSMUSG00000000214	-0.12826036466112692	0.5630882181674106	0.028797772525460025	0.8681441312485503	0.9558722657996036	Th	tyrosine hydroxylase [Source:MGI Symbol;Acc:MGI:98735]
ENSMUSG00000000223	-1.050445831298449	3.3665538412947393	13.450301979647195	0.0033519657169420007	0.12431352613572226	Drp2	dystrophin related protein 2 [Source:MGI Symbol;Acc:MGI:107432]
ENSMUSG00000000244	-0.11898007008204933	-1.0377228747608676	0.017999840615882712	0.8955523155787937	0.9663218867956666	Tspan32	tetraspanin 32 [Source:MGI Symbol;Acc:MGI:1350360]
ENSMUSG00000000247	-1.1871786133376785	3.8275180589406075	4.327639862423878	0.06266380280548937	0.3543744022872488	Lhx2	LIM homeobox protein 2 [Source:MGI Symbol;Acc:MGI:96785]
ENSMUSG00000000253	0.382476645162451	2.9631955794084326	2.1949025919300564	0.16487788253345523	0.5146028743607665	Gmpr	guanosine monophosphate reductase [Source:MGI Symbol;Acc:MGI:1913605]
ENSMUSG00000000263	0.7927520688045141	-1.0029000517649713	1.2347787562309083	0.28878222104438905	0.6530442692901041	Glra1	glycine receptor, alpha 1 subunit [Source:MGI Symbol;Acc:MGI:95747]
ENSMUSG00000000266	-0.10912563037193627	3.8799257621864864	0.21564546316920052	0.6508957528296634	0.8722678950118877	Mid2	midline 2 [Source:MGI Symbol;Acc:MGI:1344333]
ENSMUSG00000000275	-0.11127647401922815	5.405164725890687	0.16534948320482337	0.6917902364455292	0.8892677062858395	Trim25	tripartite motif-containing 25 [Source:MGI Symbol;Acc:MGI:102749]
ENSMUSG00000000276	0.12025290726891172	4.032127421179926	0.4195231446952907	0.5296737356799341	0.813076981571871	Dgke	diacylglycerol kinase, epsilon [Source:MGI Symbol;Acc:MGI:1889276]
ENSMUSG00000000278	0.4826840041293103	6.885888453061722	8.495127127183576	0.013269971167869855	0.2038634119539447	Scpep1	serine carboxypeptidase 1 [Source:MGI Symbol;Acc:MGI:1921867]
ENSMUSG00000000282	-0.015324303933353435	6.452719168993358	0.007832581773845207	0.9309738364991544	0.9787781937119727	Mnt	max binding protein [Source:MGI Symbol;Acc:MGI:109150]
ENSMUSG00000000290	0.34133014764019826	-0.508231727660492	0.22236934522669854	0.645907948882552	0.8694862083998057	Itgb2	integrin beta 2 [Source:MGI Symbol;Acc:MGI:96611]
ENSMUSG00000000295	0.35890257657602764	4.089829189998942	1.942814340810695	0.18925899681511402	0.5463767605237119	Hddc2	HD domain containing 2 [Source:MGI Symbol;Acc:MGI:1916942]
ENSMUSG00000000296	-0.09560598380404944	5.01897237282429	0.07760505526274791	0.7857449243623515	0.9274323066264827	Tpd52l1	tumor protein D52-like 1 [Source:MGI Symbol;Acc:MGI:1298386]
