ENSEMBL	logFC	logCPM	F	PValue	FDR	external_gene_name	description
ENSMUSG00000000001	-0.022478196474352584	7.864057289697487	0.02099662833224302	0.8866926745539556	0.9510341779125914	Gnai3	guanine nucleotide binding protein (G protein), alpha inhibiting 3 [Source:MGI Symbol;Acc:MGI:95773]
ENSMUSG00000000028	0.15644257840830922	5.246581433685213	0.7629693032528071	0.3959956081434358	0.6467231071305666	Cdc45	cell division cycle 45 [Source:MGI Symbol;Acc:MGI:1338073]
ENSMUSG00000000031	0.9138263566400333	10.58396966299102	1.6515383421919476	0.21814572422973927	0.4858587128802012	H19	H19, imprinted maternally expressed transcript [Source:MGI Symbol;Acc:MGI:95891]
ENSMUSG00000000037	-0.8645894320218673	1.6426768708198325	6.415130670301416	0.022800208068884057	0.1704439203788334	Scml2	Scm polycomb group protein like 2 [Source:MGI Symbol;Acc:MGI:1340042]
ENSMUSG00000000056	-0.7162568864486853	5.715928955903472	6.2867832343604775	0.024082948762083667	0.17392637550310416	Narf	nuclear prelamin A recognition factor [Source:MGI Symbol;Acc:MGI:1914858]
ENSMUSG00000000058	0.7788837438532179	0.7593078878269764	1.0558344247860851	0.3203647986412496	0.5848101157532167	Cav2	caveolin 2 [Source:MGI Symbol;Acc:MGI:107571]
ENSMUSG00000000078	-0.4194452149967219	7.257435343277869	1.4570695638522757	0.2459984268739436	0.5134129520000342	Klf6	Kruppel-like factor 6 [Source:MGI Symbol;Acc:MGI:1346318]
ENSMUSG00000000085	-0.14428049382311553	4.3684664646307745	0.5343588234158658	0.4759019248145443	0.7060591194171548	Scmh1	sex comb on midleg homolog 1 [Source:MGI Symbol;Acc:MGI:1352762]
ENSMUSG00000000088	0.19568279420514556	7.0603314721199855	1.868194558482722	0.19156534469486777	0.4542947075692674	Cox5a	cytochrome c oxidase subunit 5A [Source:MGI Symbol;Acc:MGI:88474]
ENSMUSG00000000093	0.6685492849860004	4.155340066005385	0.7964518997715601	0.3861819111041417	0.6394523353735905	Tbx2	T-box 2 [Source:MGI Symbol;Acc:MGI:98494]
ENSMUSG00000000094	0.20206954083219947	0.22260752353490018	0.04556504712995228	0.8338287071161041	0.9264348578389722	Tbx4	T-box 4 [Source:MGI Symbol;Acc:MGI:102556]
ENSMUSG00000000103	2.0702976891179614	-1.0553564080719038	10.2208516465916	0.005919813723465614	0.10702994521880904	Zfy2	zinc finger protein 2, Y-linked [Source:MGI Symbol;Acc:MGI:99213]
ENSMUSG00000000120	-0.612056661637277	5.410808903052507	1.0592580445305357	0.319617059572945	0.5841586753322077	Ngfr	nerve growth factor receptor (TNFR superfamily, member 16) [Source:MGI Symbol;Acc:MGI:97323]
ENSMUSG00000000125	-1.306509037967924	4.371135687781136	1.4991437388058755	0.2395951267642274	0.507371459495862	Wnt3	wingless-type MMTV integration site family, member 3 [Source:MGI Symbol;Acc:MGI:98955]
ENSMUSG00000000126	-0.9998683819068094	3.796994097956844	1.9373792473938154	0.18415164552685934	0.4446514150559078	Wnt9a	wingless-type MMTV integration site family, member 9A [Source:MGI Symbol;Acc:MGI:2446084]
ENSMUSG00000000127	-0.35368857184489444	4.842043096416569	3.0170876058543614	0.10261338769783086	0.3358471808738395	Fer	fer (fms/fps related) protein kinase [Source:MGI Symbol;Acc:MGI:105917]
ENSMUSG00000000131	0.20125293464386435	6.2822128139224205	1.2478807643329228	0.28131009993059364	0.5474063520447531	Xpo6	exportin 6 [Source:MGI Symbol;Acc:MGI:2429950]
ENSMUSG00000000134	0.03150336992422591	5.501777300078555	0.009560600341224803	0.9233966505672792	0.9669723013597051	Tfe3	transcription factor E3 [Source:MGI Symbol;Acc:MGI:98511]
ENSMUSG00000000142	-1.1878846824131608	6.3774655175390444	2.6690579037035533	0.12302430630933858	0.36377623958730587	Axin2	axin 2 [Source:MGI Symbol;Acc:MGI:1270862]
ENSMUSG00000000148	0.426370968352318	4.465446818805714	7.2330880141426395	0.01666734323112941	0.15146254254762118	Brat1	BRCA1-associated ATM activator 1 [Source:MGI Symbol;Acc:MGI:1891679]
